 280    1970       4     APR1970    3.70000
 281    1970       5     MAY1970    4.20000
 282    1970       6     JUN1970    4.17000
 283    1970       7     JUL1970    4.20000
 284    1970       8     AUG1970    4.07000
 285    1970       9     SEP1970    3.82000
 286    1970      10     OCT1970    3.74000
 287    1970      11     NOV1970    3.72000
 288    1970      12     DEC1970    3.46000
 289    1971       1     JAN1971    3.32000
 290    1971       2     FEB1971    3.18000
 291    1971       3     MAR1971    3.10000
 292    1971       4     APR1971    2.99000
 293    1971       5     MAY1971    3.04000
 294    1971       6     JUN1971    3.10000
 295    1971       7     JUL1971    3.13000
 296    1971       8     AUG1971    3.18000
 297    1971       9     SEP1971    3.09000
 298    1971      10     OCT1971    3.16000
 299    1971      11     NOV1971    3.31000
 300    1971      12     DEC1971    3.10000
 301    1972       1     JAN1972    2.96000
 302    1972       2     FEB1972    2.92000
 303    1972       3     MAR1972    2.86000
 304    1972       4     APR1972    2.83000
 305    1972       5     MAY1972    2.88000
 306    1972       6     JUN1972    2.87000
 307    1972       7     JUL1972    2.90000
 308    1972       8     AUG1972    2.80000
 309    1972       9     SEP1972    2.83000
 310    1972      10     OCT1972    2.82000
 311    1972      11     NOV1972    2.73000
 312    1972      12     DEC1972    2.70000
 313    1973       1     JAN1973    2.69000
 314    1973       2     FEB1973    2.80000
 315    1973       3     MAR1973    2.83000
 316    1973       4     APR1973    2.90000
 317    1973       5     MAY1973    3.01000
 318    1973       6     JUN1973    3.06000
 319    1973       7     JUL1973    3.04000
 320    1973       8     AUG1973    3.16000
 321    1973       9     SEP1973    3.13000
 322    1973      10     OCT1973    3.05000
 323    1973      11     NOV1973    3.36000
 324    1973      12     DEC1973    3.70000
 325    1974       1     JAN1974    3.64000
 326    1974       2     FEB1974    3.81000
 327    1974       3     MAR1974    3.65000
 328    1974       4     APR1974    3.86000
 329    1974       5     MAY1974    4.00000
 330    1974       6     JUN1974    4.02000
 331    1974       7     JUL1974    4.42000
 332    1974       8     AUG1974    4.90000
 333    1974       9     SEP1974    5.45000
 334    1974      10     OCT1974    5.38000
 335    1974      11     NOV1974    5.13000
 336    1974      12     DEC1974    5.43000
 337    1975       1     JAN1975    5.07000
 338    1975       2     FEB1975    4.61000
 339    1975       3     MAR1975    4.42000
 340    1975       4     APR1975    4.34000
 341    1975       5     MAY1975    4.08000
 342    1975       6     JUN1975    4.02000
 343    1975       7     JUL1975    4.02000
 344    1975       8     AUG1975    4.36000
 345    1975       9     SEP1975    4.39000
 346    1975      10     OCT1975    4.22000
 347    1975      11     NOV1975    4.07000
 348    1975      12     DEC1975    4.14000
 349    1976       1     JAN1976    3.80000
 350    1976       2     FEB1976    3.67000
 351    1976       3     MAR1976    3.65000
 352    1976       4     APR1976    3.66000
 353    1976       5     MAY1976    3.76000
 354    1976       6     JUN1976    3.75000
 355    1976       7     JUL1976    3.64000
 356    1976       8     AUG1976    3.74000
 357    1976       9     SEP1976    3.71000
 358    1976      10     OCT1976    3.85000
 359    1976      11     NOV1976    4.04000
 360    1976      12     DEC1976    3.93000
 361    1977       1     JAN1977    3.99000
 362    1977       2     FEB1977    4.21000
 363    1977       3     MAR1977    4.37000
 364    1977       4     APR1977    4.47000
 365    1977       5     MAY1977    4.57000
 366    1977       6     JUN1977    4.60000
 367    1977       7     JUL1977    4.59000
 368    1977       8     AUG1977    4.72000
 369    1977       9     SEP1977    4.82000
 370    1977      10     OCT1977    4.97000
 371    1977      11     NOV1977    5.02000
 372    1977      12     DEC1977    5.11000
 373    1978       1     JAN1978    5.32000
 374    1978       2     FEB1978    5.49000
 375    1978       3     MAR1978    5.68000
 376    1978       4     APR1978    5.42000
 377    1978       5     MAY1978    5.20000
 378    1978       6     JUN1978    5.19000
 379    1978       7     JUL1978    5.25000
 380    1978       8     AUG1978    4.93000
 381    1978       9     SEP1978    4.97000
 382    1978      10     OCT1978    5.11000
 383    1978      11     NOV1978    5.45000
 384    1978      12     DEC1978    5.39000
 385    1979       1     JAN1979    5.29000
 386    1979       2     FEB1979    5.43000
 387    1979       3     MAR1979    5.36000
 388    1979       4     APR1979    5.35000
 389    1979       5     MAY1979    5.58000
 390    1979       6     JUN1979    5.53000
 391    1979       7     JUL1979    5.50000
 392    1979       8     AUG1979    5.30000
 393    1979       9     SEP1979    5.31000
 394    1979      10     OCT1979    5.56000
 395    1979      11     NOV1979    5.71000
 396    1979      12     DEC1979    5.53000
 397    1980       1     JAN1980    5.41000
 398    1980       2     FEB1980    5.24000
 399    1980       3     MAR1980    5.87000
 400    1980       4     APR1980    6.05000
 401    1980       5     MAY1980    5.77000
 402    1980       6     JUN1980    5.39000
 403    1980       7     JUL1980    5.20000
 404    1980       8     AUG1980    5.06000
 405    1980       9     SEP1980    4.90000
 406    1980      10     OCT1980    4.80000
 407    1980      11     NOV1980    4.63000
 408    1980      12     DEC1980    4.74000
 409    1981       1     JAN1981    4.80000
 410    1981       2     FEB1981    5.00000
 411    1981       3     MAR1981    4.88000
 412    1981       4     APR1981    4.86000
 413    1981       5     MAY1981    4.98000
 414    1981       6     JUN1981    5.03000
 415    1981       7     JUL1981    5.18000
 416    1981       8     AUG1981    5.16000
 417    1981       9     SEP1981    5.69000
 418    1981      10     OCT1981    5.65000
 419    1981      11     NOV1981    5.54000
 420    1981      12     DEC1981    5.57000
